draw_id,intercept,age_centered_40,sex_2,acuity_code_blank,acuity_code_unknown,acuity_code_no_triage_esa_conducts_triage,acuity_code_immediate,acuity_code_emergent,acuity_code_semi_urgent,acuity_code_nonurgent,acuity_code_no_nursing_triage_esa,arrival_transfer_context_blank,arrival_transfer_context_unknown,arrival_transfer_context_not_applicable,arrival_transfer_context_yes_transferred_from_hospital_or_urgent_care,fever_or_temp,tachycardia_burden,hypotension_burden,seed
10,-1.5528474142787965,0.03581090905593734,0.17406394973352157,-0.042097901984280151,0.27994090157830587,0.5185052077730623,0.71871479445426611,1.0074209906288796,-1.7610129895028002,-0.81303539438008321,-0.17903027147915856,-0.47335547734430394,0.11971622718690743,-0.94926138317948661,1.5527276175735198,0.25430599287264644,0.2619806597585731,0.76534274224284093,20260429
11,-1.5973920433055999,0.038166583690750627,0.15440221420565098,0.26974207544529338,0.21157589397051929,0.79642183625540608,1.3503500818047771,0.99729282078964665,-1.8633163736429759,-0.77179901501170667,-0.083083875020305786,-0.4551909753395178,0.11217742405470434,-0.90684639016686908,1.7656329767393686,0.37182949797755466,0.23410571849538533,0.71639412653158396,20260429
12,-1.6054677347226112,0.035591552713247335,0.2814832332411239,0.3686300207253006,0.10192133819650942,0.34468525778755016,1.6590437777383618,1.0805073068991475,-1.4032985526172714,-0.55972206749908671,-0.057680516539025242,-0.38059177614949924,-0.076335741904287199,-1.0286027297659837,1.15304597717627,0.34284699688502768,0.25985375016682477,0.68014333657776627,20260429
13,-1.6755949635036689,0.03661349888297076,0.11102251999156632,0.44887305824335261,0.27262257699429671,0.51992813144132466,0.3925814222969839,1.1688207739918597,-1.7614075986614914,-0.52316276220013425,-0.018441472728389446,-0.29336111138371584,0.1644337328290193,-0.97905967714981157,1.6189943260231048,0.40537255394421534,0.24061528766002704,0.92399315930835879,20260429
14,-1.5943445814522459,0.032137650585265638,0.20865136531112607,0.21300675006084371,0.23251852217471716,0.55093232537597703,1.0712098728252035,1.1041954938717917,-1.5913168324631803,-0.46570829058878183,-0.073032016176303505,-0.10114678196168747,-0.018011329203450013,-0.96440985834226511,1.6589231722761095,0.4908346609086266,0.25851920663746969,0.67937166998617959,20260429
15,-1.6965365027243884,0.035506344172255601,0.15884849416008406,0.056845696828133035,0.44487857298098787,0.93460421953168038,2.2681523346563837,1.2095259587734581,-1.388989168512454,-0.60465688878722734,-0.23646471981392136,-0.21965401682611585,0.2097151697066538,-0.92763285393299499,1.4344190975726776,0.26777720000463812,0.24946534678577367,0.66623259070154062,20260429
16,-1.654861462931758,0.03539221793234925,0.19958209851162181,0.43372538334252353,0.037542619438330177,0.52862510971134791,0.87846720431784475,1.1824151671799623,-1.6859850133404231,-0.52761955591047394,-0.10857230241989409,-0.13346638090089061,0.18213586188946251,-0.97858432383050653,1.3078125043854527,0.42435257409524446,0.26248153151359011,0.87203365535977995,20260429
17,-1.710775286270604,0.033294910956694297,0.19796348819652473,0.47448361723655846,0.2145981869198009,0.57833500133087401,0.89335369189679525,1.0798821627679556,-1.5716487553702749,0.10134985652746398,-0.041179312562004702,-0.27873366506777414,0.25397663817066946,-0.96715026372800594,1.667120785663091,0.49880229125533621,0.2713509423971493,0.69596797628758311,20260429
18,-1.6439322185022431,0.036590034924343769,0.23139301316555053,0.35957313178453881,0.14089047889872933,0.42639131969600291,0.86998359738374509,1.1815032630454527,-1.4856374279260136,-0.84309233376086834,-0.20275512486896752,-0.2371081778692197,0.23939862469604295,-1.0169272374161527,1.6302680265387084,0.38251089805962996,0.22683019075518426,0.82745488790095378,20260429
19,-1.7056967664298552,0.038779393705689502,0.12715309377670353,0.19444057853102312,0.23567793508749071,0.30897456298125164,1.0991056802022787,1.1452610330109771,-1.7125389180677173,-0.69709077245578766,0.020334457580197168,-0.15735389372332154,0.33261670952491623,-0.90055155872744053,1.3035793125972392,0.35053620374317335,0.24666852891041191,0.8230893264356689,20260429
20,-1.6410118787206942,0.035705917558163047,0.1621209756559539,0.30930511734081911,0.35215095182544426,0.16094536967106571,1.6298180754793208,1.09223471103764,-1.5059280124041439,-0.70064049689179519,-0.062842708528914035,-0.23356191905213428,0.40000917822426724,-0.96869120348267135,1.2497394217610311,0.39838213823881302,0.30383173115168371,0.8000127281495848,20260429
