draw_id,intercept,age_centered_40,sex_2,high_acuity_proxy,fever_or_temp,tachycardia_burden,hypotension_burden,seed
165,-2.6652907758624917,0.041586349229899476,0.25964220443396052,1.4940321988872141,0.27164561685514316,0.26958642409947808,0.85811225517652856,20260504
166,-2.6939972615839225,0.042239850990982972,0.28588580444330036,1.4626417218716763,0.46856758025571882,0.25860447798138025,0.86861486728754855,20260504
167,-2.772171111580747,0.044233847749520369,0.23749487238681063,1.5044592271695783,0.20320025005550441,0.30550273865109218,0.68642636248065414,20260504
168,-2.5673967025129691,0.039785425204391947,0.22463410183358962,1.4972265732968788,0.29081848505646923,0.23761640834936223,0.7498118107693228,20260504
169,-2.7589550228553286,0.044034316898009046,0.22674116067297864,1.3496898117145604,0.32779398517879471,0.29102317125645433,0.87742149381743106,20260504
170,-2.6708744922708028,0.041852673516662831,0.27805422729551788,1.4326877000759963,0.37641851701854723,0.29087526921539508,0.95519245730868896,20260504
171,-2.7302185745020364,0.041764005408471028,0.21497664595783877,1.456780142737736,0.29256380043472335,0.25293893770573267,0.78319454199390182,20260504
172,-2.7414528151417277,0.039133816420852161,0.24483927670196903,1.5673943187646444,0.36019371735305855,0.27103472573419085,0.83987548387833677,20260504
173,-2.6026046759137142,0.040273173535905885,0.23409674538552058,1.4381847547630071,0.39524678930100193,0.23862965592788504,0.89416995103807417,20260504
174,-2.7159229567607923,0.037731193885924441,0.26736382964367644,1.4178519923985404,0.49719120374632286,0.27226801921782073,0.92491436684258543,20260504
175,-2.7370698020576243,0.039498019671410367,0.2976634557545273,1.4863948387654689,0.44020454171480666,0.24619657231122768,0.95501838959479457,20260504
176,-2.7208885650429533,0.039070721090327089,0.25244899749919131,1.5070140243120909,0.52951267305452943,0.24626813328625957,0.73847616562484419,20260504
177,-2.6464212750507667,0.042889418115263034,0.23142023855179483,1.4387887307598879,0.36502414172942371,0.27989281347267397,1.0414985739756928,20260504
178,-2.6467061383580472,0.041740305133750571,0.22722014891427997,1.4500798329975797,0.43802491040417391,0.30182917710300211,0.73466442720270797,20260504
179,-2.6463455292854565,0.039051949153786597,0.17413915980510289,1.4955481555099346,0.35547064613365009,0.27478182328919359,0.84878090941868456,20260504
180,-2.7781312546822132,0.044291230901698897,0.26447546315717169,1.5389837235833825,0.2618741593218632,0.27129874017160849,0.72316336147861038,20260504
181,-2.754793822447636,0.040637484123471422,0.22689237470583423,1.4987269979010482,0.29872716858606474,0.38664759039539354,0.60202133837738403,20260504
182,-2.6925151365004445,0.041293489203058489,0.26040040292500505,1.5658736337993184,0.576353463834546,0.22879632912062473,0.95405806664384418,20260504
183,-2.7151091237849512,0.041647709581835994,0.21794703842757035,1.4305010603295163,0.45877970037586852,0.32146429916869013,0.65679962578651807,20260504
184,-2.6802241012182422,0.040803314136793341,0.30506100173113077,1.4256410252193734,0.18535330941459388,0.25848875778248859,0.89338217643911433,20260504
185,-2.7574620881612248,0.042447527583836318,0.15868433482674021,1.5207312468725247,0.44159543229993331,0.2754160152928205,0.74459207891109047,20260504
186,-2.7553771427125726,0.03917249021898956,0.17678330449376572,1.3998591480302567,0.25973711121960924,0.31120413234573724,0.61709404706818438,20260504
187,-2.7548899831620695,0.043608816446595956,0.25927451497337156,1.4879042430230947,0.36170426732975652,0.34943397336931659,0.87635203785476734,20260504
188,-2.7576302794164911,0.041308113354978138,0.15611953441077653,1.4186946977433157,0.2285620224762345,0.34001092826902157,0.6929708115382458,20260504
189,-2.6619186081460771,0.040892715340464396,0.20171257010512589,1.4922781135394068,0.35070150115930049,0.31119949764876692,0.92012471848894783,20260504
190,-2.7234138221705715,0.042707784592677885,0.20437472087958383,1.4503953519110075,0.47710991247972295,0.27612227021955654,0.85713112752376541,20260504
191,-2.7171786011640462,0.040960252397246447,0.2977155746602696,1.4108585542861356,0.58823223087270837,0.28734234766286082,0.89661372267986938,20260504
192,-2.7139623693516337,0.041841341569958508,0.22862922380445524,1.3885736091945031,0.33595549062966945,0.27037784383822572,0.82754889736652171,20260504
193,-2.6471523061750948,0.04112588902675271,0.23146596447417842,1.4227724334540666,0.27713918985320968,0.26718959542238008,1.0258959273247767,20260504
194,-2.6945600438521522,0.040767698190662331,0.22663781484275847,1.4940552543329064,0.44151909250670179,0.25488456633919437,0.8342208572046409,20260504
195,-2.7240299077100465,0.040662307661861553,0.27613181845199969,1.507268196393341,0.41478568495666612,0.28108662174375615,0.79313797524706964,20260504
